employer,job_title,job_year_begin,job_year_end,reason_end,full_name,birthdate,deathdate,birthplace,birthyear,deathyear,nth_job,bachelors_year,masters_year,phd_year,bachelors_age,masters_age,phd_age
Randolph-Macon Woman’s College,Acting Adjunct Professor,1914,1916,Returned to Athens College,Rosa Lea Jackson,"May 7, 1883","January 15, 1967","Ripley, Tennessee",1883,1967.0,5,1904.0,1922.0,1928.0,21.0,39.0,45.0
Athens College,Professor of Mathematics and Dean,1916,1921,Left for further studies,Rosa Lea Jackson,"May 7, 1883","January 15, 1967","Ripley, Tennessee",1883,1967.0,6,1904.0,1922.0,1928.0,21.0,39.0,45.0
Northwestern University,Instructor,1922,1926,Continued studies at University of Chicago,Rosa Lea Jackson,"May 7, 1883","January 15, 1967","Ripley, Tennessee",1883,1967.0,7,1904.0,1922.0,1928.0,21.0,39.0,45.0
Leland Stanford Junior University,Instructor in Mathematics,1927,1928,Completed PhD,Rosa Lea Jackson,"May 7, 1883","January 15, 1967","Ripley, Tennessee",1883,1967.0,8,1904.0,1922.0,1928.0,21.0,39.0,45.0
Hunter College,Instructor,1928,1930,Moved to Brooklyn College,Rosa Lea Jackson,"May 7, 1883","January 15, 1967","Ripley, Tennessee",1883,1967.0,9,1904.0,1922.0,1928.0,21.0,39.0,45.0
Brooklyn College,Instructor,1930,1931,Joined Alabama College,Rosa Lea Jackson,"May 7, 1883","January 15, 1967","Ripley, Tennessee",1883,1967.0,10,1904.0,1922.0,1928.0,21.0,39.0,45.0
"Alabama College, State College for Women",Professor and Head of the Mathematics Department,1931,1959,Retirement,Rosa Lea Jackson,"May 7, 1883","January 15, 1967","Ripley, Tennessee",1883,1967.0,11,1904.0,1922.0,1928.0,21.0,39.0,45.0
Railroad Clearing House,Stenographer,1920,1922,Entered Novitiate of the Sisters of Charity of Leavenworth,Sister Ann Elizabeth Shea,"September 19, 1900","May 14, 1957","St. Joseph, Missouri",1900,1957.0,1,1927.0,1931.0,1934.0,27.0,31.0,34.0
Immaculata High School,Mathematics Teacher,1927,1930,Pursued Master's Degree,Sister Ann Elizabeth Shea,"September 19, 1900","May 14, 1957","St. Joseph, Missouri",1900,1957.0,2,1927.0,1931.0,1934.0,27.0,31.0,34.0
Saint Mary College,Instructor of Mathematics,1931,1933,Continued Graduate Studies,Sister Ann Elizabeth Shea,"September 19, 1900","May 14, 1957","St. Joseph, Missouri",1900,1957.0,3,1927.0,1931.0,1934.0,27.0,31.0,34.0
Saint Mary College,Professor and Chairman of Mathematics Department,1934,1957,Death,Sister Ann Elizabeth Shea,"September 19, 1900","May 14, 1957","St. Joseph, Missouri",1900,1957.0,4,1927.0,1931.0,1934.0,27.0,31.0,34.0
Mount Mary College,Summer Instructor,1937,1937,Summer Position,Sister Ann Elizabeth Shea,"September 19, 1900","May 14, 1957","St. Joseph, Missouri",1900,1957.0,5,1927.0,1931.0,1934.0,27.0,31.0,34.0
Nazareth College,Summer Instructor,1942,1942,Summer Position,Sister Ann Elizabeth Shea,"September 19, 1900","May 14, 1957","St. Joseph, Missouri",1900,1957.0,6,1927.0,1931.0,1934.0,27.0,31.0,34.0
Sisters of Charity of Leavenworth,Treasurer-General,1954,1957,Death,Sister Ann Elizabeth Shea,"September 19, 1900","May 14, 1957","St. Joseph, Missouri",1900,1957.0,7,1927.0,1931.0,1934.0,27.0,31.0,34.0
Betts Academy,Teacher,1881,1882,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,1,1881.0,,1895.0,21.0,,35.0
Hillhouse High School,Teacher,1883,1886,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,2,1881.0,,1895.0,21.0,,35.0
Yale Observatory,Computer,1883,1885,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,3,1881.0,,1895.0,21.0,,35.0
Webster’s International Dictionary,Editorial Assistant,1886,1890,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,4,1881.0,,1895.0,21.0,,35.0
Smith College,Teacher of Astronomy,1889,1890,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,5,1881.0,,1895.0,21.0,,35.0
Carleton College,Instructor of Mathematics,1895,1896,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,6,1881.0,,1895.0,21.0,,35.0
Massachusetts Mutual Life Insurance Company,Actuarial Computer,1898,1898,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,7,1881.0,,1895.0,21.0,,35.0
Fidelity Mutual Life Insurance Company,Actuarial Computer,1900,1901,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,8,1881.0,,1895.0,21.0,,35.0
US Naval Observatory,Computer,1901,1901,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,9,1881.0,,1895.0,21.0,,35.0
US Coast and Geodetic Survey,Computer,1901,1908,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,10,1881.0,,1895.0,21.0,,35.0
US Department of Agriculture,Editorial Assistant,1908,1913,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,11,1881.0,,1895.0,21.0,,35.0
Yale Peruvian Expeditions,Editor,1914,1915,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,12,1881.0,,1895.0,21.0,,35.0
Yale University Secretary’s Office,Editor,1915,1916,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,13,1881.0,,1895.0,21.0,,35.0
Yale University Press,Editor,1915,1919,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,14,1881.0,,1895.0,21.0,,35.0
Scoville and Columbia Preparatory Schools,Teacher,1922,1922,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,15,1881.0,,1895.0,21.0,,35.0
Walnut Hill School,Teacher,1923,1923,,Charlotte Cynthia Barnum,"May 17, 1860","March 27, 1934","Phillipston, Massachusetts",1860,1934.0,16,1881.0,,1895.0,21.0,,35.0
College of Notre Dame of Maryland,Instructor,1939,1940,Joined Trinity College,Mary Catherine Varnhorn,"July 8, 1914","November 9, 1988","Baltimore, Maryland",1914,1988.0,1,1936.0,1937.0,1939.0,22.0,23.0,25.0
Trinity College,Instructor,1940,1944,Promotion,Mary Catherine Varnhorn,"July 8, 1914","November 9, 1988","Baltimore, Maryland",1914,1988.0,2,1936.0,1937.0,1939.0,22.0,23.0,25.0
Trinity College,Assistant Professor,1944,1945,Promotion,Mary Catherine Varnhorn,"July 8, 1914","November 9, 1988","Baltimore, Maryland",1914,1988.0,3,1936.0,1937.0,1939.0,22.0,23.0,25.0
Trinity College,Associate Professor,1945,1958,Promotion,Mary Catherine Varnhorn,"July 8, 1914","November 9, 1988","Baltimore, Maryland",1914,1988.0,4,1936.0,1937.0,1939.0,22.0,23.0,25.0
Trinity College,Professor,1958,1978,Retirement,Mary Catherine Varnhorn,"July 8, 1914","November 9, 1988","Baltimore, Maryland",1914,1988.0,5,1936.0,1937.0,1939.0,22.0,23.0,25.0
Trinity College,Adjunct,1978,1979,End of adjunct position,Mary Catherine Varnhorn,"July 8, 1914","November 9, 1988","Baltimore, Maryland",1914,1988.0,6,1936.0,1937.0,1939.0,22.0,23.0,25.0
Loyola College,Instructor,,,,Mary Catherine Varnhorn,"July 8, 1914","November 9, 1988","Baltimore, Maryland",1914,1988.0,7,1936.0,1937.0,1939.0,22.0,23.0,25.0
University of Baltimore,Instructor,,,,Mary Catherine Varnhorn,"July 8, 1914","November 9, 1988","Baltimore, Maryland",1914,1988.0,8,1936.0,1937.0,1939.0,22.0,23.0,25.0
Fox Lake High School,Teacher,,,Pursued further education,Charlotte Elvira Crathorne,"May 30, 1875","February 9, 1916","Juda, Wisconsin",1875,1916.0,1,1897.0,,1901.0,22.0,,26.0
Sparta High School,Teacher,,1899,Pursued further education,Charlotte Elvira Crathorne,"May 30, 1875","February 9, 1916","Juda, Wisconsin",1875,1916.0,2,1897.0,,1901.0,22.0,,26.0
Elgin High School,Head of Mathematics Department,1901,1904,Marriage and relocation,Charlotte Elvira Crathorne,"May 30, 1875","February 9, 1916","Juda, Wisconsin",1875,1916.0,3,1897.0,,1901.0,22.0,,26.0
Belhaven College,Professor and Head of the Mathematics Department,1929,1949,Moved to Wayland Baptist College,Dorothy McCoy,"August 9, 1903","November 21, 2001","Waukomis, Oklahoma Territory",1903,2001.0,1,1925.0,1927.0,1929.0,22.0,24.0,26.0
Wayland Baptist College,Professor of Mathematics and Chairman of the Division of Physical and Biological Sciences,1949,1972,Retirement,Dorothy McCoy,"August 9, 1903","November 21, 2001","Waukomis, Oklahoma Territory",1903,2001.0,2,1925.0,1927.0,1929.0,22.0,24.0,26.0
Baghdad University,Fulbright Professor,1953,1954,End of Fulbright assignment,Dorothy McCoy,"August 9, 1903","November 21, 2001","Waukomis, Oklahoma Territory",1903,2001.0,3,1925.0,1927.0,1929.0,22.0,24.0,26.0
Smith College,Assistant in the department of hygiene and physical education,1922,1923,,Katharine Elizabeth O'Brien,"April 10, 1901","April 10, 1998","Amesbury, Massachusetts",1901,1998.0,1,1922.0,1924.0,1939.0,21.0,23.0,38.0
Jordan High School,Teacher,1925,1925,,Katharine Elizabeth O'Brien,"April 10, 1901","April 10, 1998","Amesbury, Massachusetts",1901,1998.0,2,1922.0,1924.0,1939.0,21.0,23.0,38.0
College of New Rochelle,Instructor and later Professor and Department Head,1925,1936,,Katharine Elizabeth O'Brien,"April 10, 1901","April 10, 1998","Amesbury, Massachusetts",1901,1998.0,3,1922.0,1924.0,1939.0,21.0,23.0,38.0
Deering High School,Head of Mathematics Department,1940,1971,Retirement,Katharine Elizabeth O'Brien,"April 10, 1901","April 10, 1998","Amesbury, Massachusetts",1901,1998.0,4,1922.0,1924.0,1939.0,21.0,23.0,38.0
Gorham State Teachers College,Lecturer,1962,1973,,Katharine Elizabeth O'Brien,"April 10, 1901","April 10, 1998","Amesbury, Massachusetts",1901,1998.0,5,1922.0,1924.0,1939.0,21.0,23.0,38.0
Delphi High School,Teacher,1897,1899,Pursued further education,Gertrude Iona McCain,"July 15, 1879","April 4, 1955","Three Rivers, Michigan",1879,1955.0,1,1908.0,1911.0,1918.0,29.0,32.0,39.0
Delphi Public Library,Librarian,1902,1907,Returned to Indiana University,Gertrude Iona McCain,"July 15, 1879","April 4, 1955","Three Rivers, Michigan",1879,1955.0,2,1908.0,1911.0,1918.0,29.0,32.0,39.0
Friends’ High School,Principal,1908,1909,Continued graduate studies,Gertrude Iona McCain,"July 15, 1879","April 4, 1955","Three Rivers, Michigan",1879,1955.0,3,1908.0,1911.0,1918.0,29.0,32.0,39.0
Bryn Mawr College,Fellow in Mathematics,1911,1912,Did not secure a position at Wilson College,Gertrude Iona McCain,"July 15, 1879","April 4, 1955","Three Rivers, Michigan",1879,1955.0,4,1908.0,1911.0,1918.0,29.0,32.0,39.0
Delphi High School,Teacher,1912,1914,Continued graduate studies,Gertrude Iona McCain,"July 15, 1879","April 4, 1955","Three Rivers, Michigan",1879,1955.0,5,1908.0,1911.0,1918.0,29.0,32.0,39.0
Oxford College for Women,Professor of Mathematics,1915,1921,Left for Hunter College,Gertrude Iona McCain,"July 15, 1879","April 4, 1955","Three Rivers, Michigan",1879,1955.0,6,1908.0,1911.0,1918.0,29.0,32.0,39.0
Hunter College,Professor,1921,1921,Moved to Westminster College,Gertrude Iona McCain,"July 15, 1879","April 4, 1955","Three Rivers, Michigan",1879,1955.0,7,1908.0,1911.0,1918.0,29.0,32.0,39.0
Westminster College,Professor,1921,1928,Left for State Teachers College,Gertrude Iona McCain,"July 15, 1879","April 4, 1955","Three Rivers, Michigan",1879,1955.0,8,1908.0,1911.0,1918.0,29.0,32.0,39.0
State Teachers College,Professor,1929,1931,Attempted to relocate to California,Gertrude Iona McCain,"July 15, 1879","April 4, 1955","Three Rivers, Michigan",1879,1955.0,9,1908.0,1911.0,1918.0,29.0,32.0,39.0
Marymount College,Professor,1931,1932,Position assumed by Sister Mary Nicholas Arnoldy,Gertrude Iona McCain,"July 15, 1879","April 4, 1955","Three Rivers, Michigan",1879,1955.0,10,1908.0,1911.0,1918.0,29.0,32.0,39.0
Brenau College,Professor of Mathematics and Physics,1937,1938,No further professional activity recorded,Gertrude Iona McCain,"July 15, 1879","April 4, 1955","Three Rivers, Michigan",1879,1955.0,11,1908.0,1911.0,1918.0,29.0,32.0,39.0
Indiana University,Teaching Fellow,1907,1909,Promotion to Instructor,Cora Barbara Hennel,"January 21, 1886","June 26, 1947","Evansville, Indiana",1886,1947.0,1,1907.0,1908.0,1912.0,21.0,22.0,26.0
Indiana University,Instructor of Mathematics,1909,1916,Promotion to Assistant Professor,Cora Barbara Hennel,"January 21, 1886","June 26, 1947","Evansville, Indiana",1886,1947.0,2,1907.0,1908.0,1912.0,21.0,22.0,26.0
Indiana University,Assistant Professor,1916,1923,Promotion to Associate Professor,Cora Barbara Hennel,"January 21, 1886","June 26, 1947","Evansville, Indiana",1886,1947.0,3,1907.0,1908.0,1912.0,21.0,22.0,26.0
Indiana University,Associate Professor,1923,1936,Promotion to Professor,Cora Barbara Hennel,"January 21, 1886","June 26, 1947","Evansville, Indiana",1886,1947.0,4,1907.0,1908.0,1912.0,21.0,22.0,26.0
Indiana University,Professor,1936,1947,Death,Cora Barbara Hennel,"January 21, 1886","June 26, 1947","Evansville, Indiana",1886,1947.0,5,1907.0,1908.0,1912.0,21.0,22.0,26.0
Vassar College,Instructor,1926,1927,Temporary position to replace Mary Evelyn Wells,Julia Wells Bower,"December 27, 1903","February 19, 1999","Reading, Pennsylvania",1903,1999.0,1,1925.0,1926.0,1933.0,22.0,23.0,30.0
Sweet Briar College,Instructor,1927,1930,Moved to Connecticut College for Women,Julia Wells Bower,"December 27, 1903","February 19, 1999","Reading, Pennsylvania",1903,1999.0,2,1925.0,1926.0,1933.0,22.0,23.0,30.0
Syracuse University,Summer School Instructor,1927,1931,Summer position,Julia Wells Bower,"December 27, 1903","February 19, 1999","Reading, Pennsylvania",1903,1999.0,3,1925.0,1926.0,1933.0,22.0,23.0,30.0
Connecticut College for Women,Instructor,1933,1938,Promotion to Assistant Professor,Julia Wells Bower,"December 27, 1903","February 19, 1999","Reading, Pennsylvania",1903,1999.0,4,1925.0,1926.0,1933.0,22.0,23.0,30.0
Connecticut College for Women,Assistant Professor,1938,1942,Promotion to Associate Professor,Julia Wells Bower,"December 27, 1903","February 19, 1999","Reading, Pennsylvania",1903,1999.0,5,1925.0,1926.0,1933.0,22.0,23.0,30.0
Connecticut College for Women,Associate Professor,1942,1953,Promotion to Professor,Julia Wells Bower,"December 27, 1903","February 19, 1999","Reading, Pennsylvania",1903,1999.0,6,1925.0,1926.0,1933.0,22.0,23.0,30.0
Connecticut College for Women,Professor,1953,1972,Retirement,Julia Wells Bower,"December 27, 1903","February 19, 1999","Reading, Pennsylvania",1903,1999.0,7,1925.0,1926.0,1933.0,22.0,23.0,30.0
Connecticut College for Women,Department Chairman,1943,1969,End of term,Julia Wells Bower,"December 27, 1903","February 19, 1999","Reading, Pennsylvania",1903,1999.0,8,1925.0,1926.0,1933.0,22.0,23.0,30.0
United Aircraft Corporation,Director and Instructor of Training Course,1943,1946,End of summer program,Julia Wells Bower,"December 27, 1903","February 19, 1999","Reading, Pennsylvania",1903,1999.0,9,1925.0,1926.0,1933.0,22.0,23.0,30.0
Washington Square College of New York University,Visiting Professor,1950,1950,Summer position,Julia Wells Bower,"December 27, 1903","February 19, 1999","Reading, Pennsylvania",1903,1999.0,10,1925.0,1926.0,1933.0,22.0,23.0,30.0
Boston University,Visiting Professor,1954,1954,Summer position,Julia Wells Bower,"December 27, 1903","February 19, 1999","Reading, Pennsylvania",1903,1999.0,11,1925.0,1926.0,1933.0,22.0,23.0,30.0
University of Miami,Visiting Scholar,1962,1963,End of visiting scholar term,Julia Wells Bower,"December 27, 1903","February 19, 1999","Reading, Pennsylvania",1903,1999.0,12,1925.0,1926.0,1933.0,22.0,23.0,30.0
Boston public schools,Playground instructor,1918,1924,Entered the Congregation of Sisters of Saint Joseph,Sister Leonarda Burke,"November 24, 1900","March 1, 1998","Boston, Massachusetts",1900,1998.0,1,1926.0,1928.0,1931.0,26.0,28.0,31.0
Boston diocesan schools,"Teacher of mathematics, French, and history",1924,1928,Pursued PhD studies,Sister Leonarda Burke,"November 24, 1900","March 1, 1998","Boston, Massachusetts",1900,1998.0,2,1926.0,1928.0,1931.0,26.0,28.0,31.0
Regis College,Professor of Mathematics and Chairman of the Department,1931,1964,Retired from teaching,Sister Leonarda Burke,"November 24, 1900","March 1, 1998","Boston, Massachusetts",1900,1998.0,3,1926.0,1928.0,1931.0,26.0,28.0,31.0
Regis College Research Center,Director,1953,1978,Retired from the position,Sister Leonarda Burke,"November 24, 1900","March 1, 1998","Boston, Massachusetts",1900,1998.0,4,1926.0,1928.0,1931.0,26.0,28.0,31.0
Regis College,"Research Analyst, Institutional Research",1978,,Death,Sister Leonarda Burke,"November 24, 1900","March 1, 1998","Boston, Massachusetts",1900,1998.0,5,1926.0,1928.0,1931.0,26.0,28.0,31.0
"High School in Anthony, Kansas",Teacher,1913,1915,Moved to teach at another high school,Florence Lucile Black,"November 22, 1889","September 13, 1974","Meade County, Kansas",1889,1974.0,1,1913.0,1921.0,1926.0,24.0,32.0,37.0
"High School in Wichita, Kansas",Teacher,1915,1918,Returned to university as instructor,Florence Lucile Black,"November 22, 1889","September 13, 1974","Meade County, Kansas",1889,1974.0,2,1913.0,1921.0,1926.0,24.0,32.0,37.0
University of Kansas,Instructor in Mathematics,1918,1926,Promoted to assistant professor,Florence Lucile Black,"November 22, 1889","September 13, 1974","Meade County, Kansas",1889,1974.0,3,1913.0,1921.0,1926.0,24.0,32.0,37.0
University of Kansas,Assistant Professor,1926,1940,Promoted to associate professor,Florence Lucile Black,"November 22, 1889","September 13, 1974","Meade County, Kansas",1889,1974.0,4,1913.0,1921.0,1926.0,24.0,32.0,37.0
University of Kansas,Associate Professor,1940,1960,Retirement,Florence Lucile Black,"November 22, 1889","September 13, 1974","Meade County, Kansas",1889,1974.0,5,1913.0,1921.0,1926.0,24.0,32.0,37.0
Immaculate Conception Academy,Teacher,1915,1921,Moved to Holy Rosary Academy,Sister Catharine Francis Galvin,"November 24, 1885","December 2, 1955","Spalding, Nebraska",1885,1955.0,1,,1930.0,1924.0,,45.0,39.0
Holy Rosary Academy,Teacher,1921,1922,Moved to St. Agnes Academy and College,Sister Catharine Francis Galvin,"November 24, 1885","December 2, 1955","Spalding, Nebraska",1885,1955.0,2,,1930.0,1924.0,,45.0,39.0
St. Agnes Academy and College,"Professor in the Mathematics Department, Dean of the College",1922,1933,Continued studies at Catholic University of America,Sister Catharine Francis Galvin,"November 24, 1885","December 2, 1955","Spalding, Nebraska",1885,1955.0,3,,1930.0,1924.0,,45.0,39.0
Immaculate Conception Academy,Teacher,1924,1926,Returned to St. Agnes,Sister Catharine Francis Galvin,"November 24, 1885","December 2, 1955","Spalding, Nebraska",1885,1955.0,4,,1930.0,1924.0,,45.0,39.0
Holy Rosary Academy,High School Teacher,1935,1936,Returned to St. Agnes College,Sister Catharine Francis Galvin,"November 24, 1885","December 2, 1955","Spalding, Nebraska",1885,1955.0,5,,1930.0,1924.0,,45.0,39.0
St. Agnes College (Siena College),"Faculty Member, Bursar, Superior of Community",1937,1955,Death,Sister Catharine Francis Galvin,"November 24, 1885","December 2, 1955","Spalding, Nebraska",1885,1955.0,6,,1930.0,1924.0,,45.0,39.0
Holy Rosary Academy,Teacher,1945,1946,Returned to Siena College,Sister Catharine Francis Galvin,"November 24, 1885","December 2, 1955","Spalding, Nebraska",1885,1955.0,7,,1930.0,1924.0,,45.0,39.0
